scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,pathChanged,boardingtime,success,shuttleID,arrivaltime,increased_time
2026-03-03 14:34:32_100_0.3_54,1,4,dynamic_1,"(126.83704402158179, 37.29675740490585)",0349,80,SHUTTLE0002,118.35390367577966,263.35390367577963,80.0,1.0,301.0,True,SHUTTLE0002,476.0,-88.35390367577963
2026-03-03 14:34:32_100_0.3_54,2,4,dynamic_2,"(126.8343875477738, 37.29656100546587)",0057,133,SHUTTLE0004,208.23381888094497,330.23381888094497,133.0,,268.0,True,SHUTTLE0004,503.0,-95.23381888094497
2026-03-03 14:34:32_100_0.3_54,3,2,dynamic_3,"(126.8396507127578, 37.29720039020878)",0007,166,SHUTTLE0002,29.25899933086666,61.25899933086666,166.0,,201.0,True,SHUTTLE0002,256.0,-6.258999330866658
2026-03-03 14:34:32_100_0.3_54,4,2,dynamic_4,"(126.83245963014811, 37.31103312004199)",0242,307,SHUTTLE0003,116.14620327146727,103.14620327146727,307.0,,442.0,True,SHUTTLE0003,597.0,51.85379672853273
2026-03-03 14:34:32_100_0.3_54,5,4,dynamic_5,"(126.85297075923029, 37.29578290167692)",0031,633,SHUTTLE0002,0.33157958070861515,283.33157958070865,633.0,1.0,658.0,True,SHUTTLE0002,1041.0,99.66842041929135
2026-03-03 14:34:32_100_0.3_54,6,4,dynamic_6,"(126.84906684849193, 37.30717186553337)",0274,686,SHUTTLE0002,113.13586038347019,209.1358603834702,686.0,,821.0,True,SHUTTLE0002,996.0,-34.1358603834702
2026-03-03 14:34:32_100_0.3_54,7,2,dynamic_7,"(126.84709777823566, 37.30318418102693)",0456,775,SHUTTLE0004,167.05149252764338,192.05149252764338,775.0,,910.0,True,SHUTTLE0004,1045.0,-57.051492527643376
2026-03-03 14:34:32_100_0.3_54,8,2,dynamic_8,"(126.84553306546444, 37.30865422971422)",0019,893,SHUTTLE0001,127.05769850587524,149.05769850587524,893.0,,1038.0,True,SHUTTLE0001,1183.0,-4.057698505875237
2026-03-03 14:34:32_100_0.3_54,9,2,dynamic_9,"(126.82872606616968, 37.312210689131234)",0456,1006,SHUTTLE0003,93.11252345736625,237.11252345736625,1006.0,1.0,1141.0,True,SHUTTLE0003,1549.0,170.88747654263375
2026-03-03 14:34:32_100_0.3_54,10,3,dynamic_10,"(126.83087223359837, 37.310539850159856)",0362,1244,SHUTTLE0003,66.30682759573335,224.30682759573335,1244.0,,1349.0,True,SHUTTLE0003,1514.0,-59.30682759573335
