scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,boardingtime,success,shuttleID,pathChanged,arrivaltime,increased_time
2026-03-03 13:52:03_100_0.3_86,1,2,dynamic_1,"(126.86255157476639, 37.30156104703145)",0224,86,SHUTTLE0006,148.22104881588854,106.22104881588854,86,181.0,True,SHUTTLE0006,1.0,720.0,432.77895118411146
2026-03-03 13:52:03_100_0.3_86,2,2,dynamic_2,"(126.81960976202532, 37.31461121286713)",0203,188,SHUTTLE0003,5.198959521764383,104.19895952176438,188,213.0,True,SHUTTLE0003,,318.0,0.8010404782356204
2026-03-03 13:52:03_100_0.3_86,3,4,dynamic_3,"(126.83505736582828, 37.2995477435128)",0349,189,SHUTTLE0002,76.31087279060534,221.31087279060534,189,264.0,True,SHUTTLE0002,1.0,675.0,189.68912720939466
2026-03-03 13:52:03_100_0.3_86,4,4,dynamic_4,"(126.83489610198632, 37.29944116425582)",0261,193,SHUTTLE0004,166.25121668082073,325.25121668082073,193,308.0,True,SHUTTLE0004,,553.0,-80.25121668082073
2026-03-03 13:52:03_100_0.3_86,5,2,dynamic_5,"(126.84171543017771, 37.29671952732224)",0348,216,SHUTTLE0006,235.13096640793924,256.13096640793924,216,401.0,True,SHUTTLE0006,,635.0,-22.13096640793924
2026-03-03 13:52:03_100_0.3_86,6,3,dynamic_6,"(126.83093518259102, 37.30890454888341)",0274,260,SHUTTLE0005,129.16859135026726,230.16859135026726,260,435.0,True,SHUTTLE0005,,610.0,-55.16859135026726
2026-03-03 13:52:03_100_0.3_86,7,3,dynamic_7,"(126.830839019889, 37.296021508750464)",0103,280,SHUTTLE0002,71.15040102794136,240.15040102794137,280,335.0,True,SHUTTLE0002,,530.0,-45.15040102794137
2026-03-03 13:52:03_100_0.3_86,8,2,dynamic_8,"(126.83748056281482, 37.29769240295418)",0203,287,SHUTTLE0001,248.27418994461715,225.27418994461715,287,512.0,True,SHUTTLE0001,,737.0,-0.27418994461714874
2026-03-03 13:52:03_100_0.3_86,9,2,dynamic_9,"(126.8556942130373, 37.30881390699725)",0162,381,SHUTTLE0003,131.15240213844683,335.15240213844686,381,496.0,True,SHUTTLE0003,2.0,1100.0,268.84759786155314
2026-03-03 13:52:03_100_0.3_86,10,2,dynamic_10,"(126.86278639408354, 37.302844554212044)",0362,524,SHUTTLE0003,63.20615761027353,249.20615761027352,524,609.0,True,SHUTTLE0003,1.0,1055.0,196.79384238972648
